,Product,Exchange,ym,volume,max,low,mean,Sharpe,tradingvolume,year,month
0,IC,CFFEX,2017-01,174253,6388.60009765625,5606.0,6076.23053656684,1.910740855041375,1205,2017,01
1,IC,CFFEX,2017-02,185088,6413.0,5786.7998046875,6131.616678873698,2.812124547333481,1950,2017,02
2,IC,CFFEX,2017-03,305130,6951.0,5901.2001953125,6296.695662788723,4.135321935585706,3514,2017,03
3,IC,CFFEX,2017-04,257531,6627.7998046875,5843.0,6305.986111111111,3.9644162063650894,5127,2017,04
4,IC,CFFEX,2017-05,329777,6217.39990234375,5452.2001953125,5822.962518310547,2.9754757042237614,3519,2017,05
5,IC,CFFEX,2017-06,361010,6115.7998046875,5425.2001953125,5869.772721724076,3.5956078390410653,1252,2017,06
6,IC,CFFEX,2017-07,308479,6277.2001953125,5625.39990234375,5994.96906389509,2.7296362487286263,3166,2017,07
7,IC,CFFEX,2017-08,305741,6474.60009765625,5840.2001953125,6186.236943783967,4.190342754752187,5123,2017,08
8,IC,CFFEX,2017-09,275217,6727.7998046875,6232.39990234375,6510.895263671875,3.360813230019846,2628,2017,09
9,IC,CFFEX,2017-10,223317,6729.0,6257.0,6534.697064568015,2.377821938506245,2511,2017,10
10,IC,CFFEX,2017-11,288015,6666.39990234375,5972.7998046875,6334.204539905895,3.8888865743459706,5278,2017,11
11,IC,CFFEX,2017-12,267371,6329.0,5843.0,6137.540457589285,2.7672436240258254,2346,2017,12
12,IC,CFFEX,2018-01,249972,6449.60009765625,6080.0,6304.574978915128,2.2590770599765264,1319,2018,01
13,IC,CFFEX,2018-02,210264,6212.0,5317.39990234375,5759.039982096354,3.3088031186080844,2535,2018,02
14,IC,CFFEX,2018-03,303512,6295.7998046875,5452.2001953125,5980.4727339311075,1.682586959499145,5134,2018,03
15,IC,CFFEX,2018-04,255926,6157.7998046875,5478.2001953125,5864.300001356337,4.272063898224662,1203,2018,04
16,IC,CFFEX,2018-05,267487,6072.7998046875,5344.60009765625,5835.845442338424,1.8421446786345486,1358,2018,05
17,IC,CFFEX,2018-06,311010,5799.0,4792.0,5309.834991455078,4.794702810647466,3193,2018,06
18,IC,CFFEX,2018-07,375895,5332.7998046875,4680.0,5065.31591796875,1.7666619961380963,4290,2018,07
19,IC,CFFEX,2018-08,397928,5239.7998046875,4536.0,4812.5695323114805,2.9464012367208015,2926,2018,08
20,IC,CFFEX,2018-09,347223,4895.2001953125,4390.0,4675.389474969161,3.979081889381109,3749,2018,09
21,IC,CFFEX,2018-10,408741,4741.60009765625,3877.0,4211.602776421441,2.500753507456374,3459,2018,10
22,IC,CFFEX,2018-11,504424,4710.60009765625,4124.39990234375,4401.881813742898,2.4185377313583647,6071,2018,11
23,IC,CFFEX,2018-12,707861,4528.0,3998.0,4269.465008544922,2.5310949192516925,6902,2018,12
24,IC,CFFEX,2019-01,829904,4404.39990234375,3947.60009765625,4225.509102561257,4.260881543381967,7233,2019,01
25,IC,CFFEX,2019-02,761502,5175.2001953125,4085.199951171875,4665.903336588542,3.0118773102958944,15796,2019,02
26,IC,CFFEX,2019-03,1728084,5628.0,4928.0,5368.140473865327,4.6500800710016215,10621,2019,03
27,IC,CFFEX,2019-04,1721196,5935.0,5068.0,5611.080944242932,3.9739047033873924,6311,2019,04
28,IC,CFFEX,2019-05,2071693,5120.0,4507.2001953125,4779.709985351563,1.9429630796812523,15756,2019,05
29,IC,CFFEX,2019-06,1858472,5052.7998046875,4340.60009765625,4719.0289306640625,2.362034672516513,6532,2019,06
30,IC,CFFEX,2019-07,1816904,5081.60009765625,4460.0,4776.376093325408,4.423754875035982,15460,2019,07
31,IC,CFFEX,2019-08,1784563,4965.0,4284.39990234375,4645.543174050071,3.9100490832363333,27345,2019,08
32,IC,CFFEX,2019-09,1915031,5279.39990234375,4625.0,5034.365002441406,2.3503771144246537,27083,2019,09
33,IC,CFFEX,2019-10,1544659,5150.0,4615.0,4886.483337402344,2.589423195757541,21361,2019,10
34,IC,CFFEX,2019-11,1854850,5048.60009765625,4568.39990234375,4801.300002325149,2.9304364695501275,14002,2019,11
35,IC,CFFEX,2019-12,2056943,5282.0,4647.2001953125,5048.6795432350855,3.455777483999657,28681,2019,12
36,IC,CFFEX,2020-01,1717481,5608.0,5136.0,5448.118743896484,2.0061667551390636,2037,2020,01
37,IC,CFFEX,2020-02,2924127,5868.0,4652.60009765625,5358.062481689453,2.5862632658404476,22498,2020,02
38,IC,CFFEX,2020-03,3899001,5788.0,4678.0,5193.679554332386,3.8130888624583594,41221,2020,03
39,IC,CFFEX,2020-04,2696954,5383.0,4706.0,5084.452427455357,4.135151848075103,28201,2020,04
40,IC,CFFEX,2020-05,2048145,5543.2001953125,4916.2001953125,5236.966661241319,2.523084822960047,16685,2020,05
41,IC,CFFEX,2020-06,2261502,5842.0,5050.0,5470.3674987792965,2.104727458371478,16032,2020,06
42,IC,CFFEX,2020-07,3935488,6909.2001953125,5464.2001953125,6293.43260657269,3.293018839293899,15527,2020,07
43,IC,CFFEX,2020-08,3235898,6795.0,5893.7998046875,6404.49285016741,2.9018478842567372,49375,2020,08
44,IC,CFFEX,2020-09,3088630,6688.0,5770.0,6192.270457874645,3.546697000040951,17807,2020,09
45,IC,CFFEX,2020-10,1919068,6549.0,5683.39990234375,6151.893760681152,2.3803051516138662,8424,2020,10
46,IC,CFFEX,2020-11,2531773,6494.0,5695.2001953125,6162.538080124628,4.1178393012017445,27455,2020,11
47,IC,CFFEX,2020-12,2497372,6466.7998046875,5860.60009765625,6189.247823963995,3.287562175703279,16777,2020,12
48,IC,CFFEX,2021-01,2225275,6619.0,5815.2001953125,6323.140020751953,1.7131607276169059,15105,2021,01
49,IC,CFFEX,2021-02,1620314,6744.0,5805.0,6260.433341471354,3.44300446232155,5196,2021,02
50,IC,CFFEX,2021-03,2432032,6481.2001953125,5658.0,6095.510880180027,1.7393736694477093,21451,2021,03
51,IC,CFFEX,2021-04,1821538,6527.60009765625,5898.0,6215.780959356399,3.025728593647507,7204,2021,04
52,IC,CFFEX,2021-05,1582193,6695.0,6004.39990234375,6410.144449869792,3.948867976448152,15915,2021,05
53,IC,CFFEX,2021-06,1759007,6830.0,6231.0,6562.407162620908,3.056146066167036,12726,2021,06
54,IC,CFFEX,2021-07,2149383,6998.60009765625,6268.2001953125,6688.445462313565,4.25581281601109,15938,2021,07
55,IC,CFFEX,2021-08,1947129,7182.2001953125,6393.2001953125,6827.259099786932,2.6524355977221927,13253,2021,08
56,IC,CFFEX,2021-09,2310675,7680.2001953125,6683.39990234375,7195.962512207031,3.873820131925575,13724,2021,09
57,IC,CFFEX,2021-10,1446008,7198.7998046875,6535.39990234375,6885.265625,3.7092262793412503,23942,2021,10
58,IC,CFFEX,2021-11,320973,7096.0,6563.2001953125,6876.850036621094,3.2343890531017823,2134,2021,11
59,IF,CFFEX,2017-01,215826,3394.800048828125,3160.0,3301.455552842882,3.9133465066324886,2925,2017,01
60,IF,CFFEX,2017-02,245146,3475.800048828125,3222.800048828125,3369.4499952528213,3.412294727238383,480,2017,02
61,IF,CFFEX,2017-03,432841,3495.39990234375,3251.39990234375,3386.541307532269,3.585968599824967,6122,2017,03
62,IF,CFFEX,2017-04,348350,3550.0,3300.0,3423.2444525824653,2.8398518256455807,2866,2017,04
63,IF,CFFEX,2017-05,365795,3516.800048828125,3204.0,3343.7849975585937,2.1354590124017614,2819,2017,05
64,IF,CFFEX,2017-06,386848,3656.0,3385.60009765625,3528.6022810502486,1.87058361845641,4057,2017,06
65,IF,CFFEX,2017-07,366612,3997.0,3537.60009765625,3648.6357073102677,3.15705003197827,1993,2017,07
66,IF,CFFEX,2017-08,357019,3876.60009765625,3553.0,3704.7717364767323,2.3862880503662076,1997,2017,08
67,IF,CFFEX,2017-09,322429,3871.800048828125,3766.39990234375,3820.8333333333335,1.908436867265107,3265,2017,09
68,IF,CFFEX,2017-10,251578,4034.60009765625,3865.0,3933.75,1.278357045433294,2824,2017,10
69,IF,CFFEX,2017-11,407218,4284.7998046875,3931.0,4073.5727317116475,3.5950815305512953,4117,2017,11
70,IF,CFFEX,2017-12,401452,4180.0,3932.0,4022.202383858817,2.919646972841004,5922,2017,12
71,IF,CFFEX,2018-01,422242,4458.7998046875,4051.60009765625,4264.17500443892,3.5850167980015746,3644,2018,01
72,IF,CFFEX,2018-02,362954,4342.7998046875,3680.199951171875,4046.039998372396,4.703390565053515,4377,2018,02
73,IF,CFFEX,2018-03,497126,4144.0,3680.0,3974.3954467773438,3.8938389121115016,2638,2018,03
74,IF,CFFEX,2018-04,432238,3954.199951171875,3636.0,3788.155554877387,3.910872448474631,7493,2018,04
75,IF,CFFEX,2018-05,461955,3945.0,3649.60009765625,3801.554543235085,3.958870438658458,5294,2018,05
76,IF,CFFEX,2018-06,483384,3854.60009765625,3303.0,3624.295001220703,2.9635693547687376,6786,2018,06
77,IF,CFFEX,2018-07,651046,3594.800048828125,3212.60009765625,3418.9159046519885,1.921138736191712,3942,2018,07
78,IF,CFFEX,2018-08,730262,3552.0,3155.0,3303.3782560929008,2.9447773098341514,7374,2018,08
79,IF,CFFEX,2018-09,647728,3459.60009765625,3150.199951171875,3288.4657881887338,3.4389661253248334,10794,2018,09
80,IF,CFFEX,2018-10,780040,3383.0,3023.60009765625,3169.0916714138457,2.7817454608906056,6687,2018,10
81,IF,CFFEX,2018-11,876806,3307.800048828125,3112.60009765625,3207.4500011097302,2.2217480933846345,7682,2018,11
82,IF,CFFEX,2018-12,1141044,3298.60009765625,2953.800048828125,3134.1000061035156,3.706379244552422,6072,2018,12
83,IF,CFFEX,2019-01,1392021,3242.800048828125,2940.39990234375,3113.8999966708097,3.0626522247712042,18428,2019,01
84,IF,CFFEX,2019-02,1222117,3820.800048828125,3182.800048828125,3481.663338216146,3.2955214328763542,14915,2019,02
85,IF,CFFEX,2019-03,2314986,3905.0,3662.60009765625,3776.0880911690847,3.0073925307315954,29307,2019,03
86,IF,CFFEX,2019-04,2420896,4146.7998046875,3657.800048828125,4012.026210239955,1.7614406745081759,24579,2019,04
87,IF,CFFEX,2019-05,2742413,3808.199951171875,3488.800048828125,3613.592514038086,3.245483959517266,38046,2019,05
88,IF,CFFEX,2019-06,2268082,3868.0,3485.0,3673.644746479235,3.3054866010441257,17570,2019,06
89,IF,CFFEX,2019-07,2254652,3927.0,3712.199951171875,3811.5043494183083,2.133706970096591,22941,2019,07
90,IF,CFFEX,2019-08,2114988,3850.800048828125,3561.39990234375,3709.7954489968038,3.4121953518968775,39588,2019,08
91,IF,CFFEX,2019-09,1810748,3988.39990234375,3643.800048828125,3897.457504272461,2.898668667164237,13244,2019,09
92,IF,CFFEX,2019-10,1458068,3990.0,3791.199951171875,3882.8861219618057,3.3856937073642257,17545,2019,10
93,IF,CFFEX,2019-11,1799934,4039.800048828125,3790.199951171875,3904.7547636486233,2.0362258281322942,21784,2019,11
94,IF,CFFEX,2019-12,1839609,4130.0,3796.199951171875,3970.7454473322086,4.114586470920234,17975,2019,12
95,IF,CFFEX,2020-01,1485234,4250.0,3944.199951171875,4157.206272125244,4.417550309229926,24046,2020,01
96,IF,CFFEX,2020-02,2429737,4192.60009765625,3575.800048828125,3959.2500091552733,2.5488763825317653,13277,2020,02
97,IF,CFFEX,2020-03,3368339,4211.60009765625,3381.0,3791.054532137784,3.3602450592239403,33231,2020,03
98,IF,CFFEX,2020-04,2275106,3911.800048828125,3538.39990234375,3723.1428571428573,2.7225754066148213,26661,2020,04
99,IF,CFFEX,2020-05,1637917,3994.0,3658.0,3810.7916666666665,1.6614401961643117,11896,2020,05
100,IF,CFFEX,2020-06,1969744,4149.2001953125,3729.39990234375,3939.195004272461,4.016907745404259,14405,2020,06
101,IF,CFFEX,2020-07,4099767,4888.0,4040.39990234375,4586.506517493207,2.242494305656454,31188,2020,07
102,IF,CFFEX,2020-08,3143709,4898.0,4412.7998046875,4665.195242745535,3.945764633898203,36585,2020,08
103,IF,CFFEX,2020-09,2891525,4855.0,4425.0,4597.927284934304,2.210967487408317,24910,2020,09
104,IF,CFFEX,2020-10,1796949,4845.2001953125,4483.2001953125,4691.6874923706055,2.903779933425842,8889,2020,10
105,IF,CFFEX,2020-11,2389486,5066.39990234375,4572.0,4865.966657366072,1.8957337943178172,13947,2020,11
106,IF,CFFEX,2020-12,2511209,5231.2001953125,4808.7998046875,5001.9956426205845,3.9978239397077484,15337,2020,12
107,IF,CFFEX,2021-01,2864305,5641.7998046875,5143.2001953125,5435.924969482422,2.986374796614467,36968,2021,01
108,IF,CFFEX,2021-02,2084419,5928.7998046875,5175.0,5485.493359375,3.3043926376199626,23850,2021,02
109,IF,CFFEX,2021-03,3560163,5423.60009765625,4731.39990234375,5026.804369055707,3.911233022751902,25283,2021,03
110,IF,CFFEX,2021-04,2732746,5172.2001953125,4716.7998046875,4974.809500558035,0.36817630823155234,18406,2021,04
111,IF,CFFEX,2021-05,2451901,5382.39990234375,4759.0,5086.586100260417,2.7458237718731473,18474,2021,05
112,IF,CFFEX,2021-06,2688305,5337.7998046875,4953.0,5139.576206752232,3.9311538661035472,24193,2021,06
113,IF,CFFEX,2021-07,2817599,5221.0,4563.0,4989.797740589489,2.0941627645253234,27949,2021,07
114,IF,CFFEX,2021-08,2569089,5031.60009765625,4601.0,4818.213628595526,3.185645324164445,16741,2021,08
115,IF,CFFEX,2021-09,2399492,5053.0,4639.7998046875,4854.897515869141,3.2543890270077207,20051,2021,09
116,IF,CFFEX,2021-10,1545241,5013.60009765625,4767.60009765625,4891.443756103516,3.58985585372755,9619,2021,10
117,IF,CFFEX,2021-11,355784,4923.60009765625,4745.0,4830.649993896484,1.0414358718167842,3790,2021,11
118,IH,CFFEX,2017-01,112729,2380.0,2230.0,2307.450005425347,1.8526574157880522,1917,2017,01
119,IH,CFFEX,2017-02,125486,2405.60009765625,2223.0,2346.102789984809,3.7103361998788205,1500,2017,02
120,IH,CFFEX,2017-03,205208,2380.60009765625,2128.60009765625,2325.9804475203805,4.137483942790128,1166,2017,03
121,IH,CFFEX,2017-04,155221,2389.800048828125,2228.0,2325.213890923394,1.5998121435721961,1852,2017,04
122,IH,CFFEX,2017-05,183774,2504.800048828125,2222.0,2327.227502441406,2.89726929897967,2531,2017,05
123,IH,CFFEX,2017-06,243586,2541.39990234375,2380.199951171875,2468.0363686301494,0.9883165327945518,1499,2017,06
124,IH,CFFEX,2017-07,256940,2673.0,2455.0,2590.6595284598216,3.830955904451251,1041,2017,07
125,IH,CFFEX,2017-08,250212,2887.0,2560.0,2651.804353133492,3.2360816535915236,3243,2017,08
126,IH,CFFEX,2017-09,209678,2759.800048828125,2658.39990234375,2700.1404767717636,2.301716187929355,1629,2017,09
127,IH,CFFEX,2017-10,168943,2866.60009765625,2684.0,2761.1823586856617,4.439557881589959,1636,2017,10
128,IH,CFFEX,2017-11,268824,3082.0,2775.800048828125,2895.2113730690694,3.80867795072532,1409,2017,11
129,IH,CFFEX,2017-12,262979,2963.60009765625,2819.199951171875,2884.2476312546505,4.963848571968494,3741,2017,12
130,IH,CFFEX,2018-01,320862,3239.800048828125,2873.199951171875,3076.3568170720882,3.00057842163649,3173,2018,01
131,IH,CFFEX,2018-02,290567,3229.0,2672.800048828125,2968.3866658528646,1.705094331818128,1429,2018,02
132,IH,CFFEX,2018-03,362397,2935.0,2607.60009765625,2831.80908203125,1.414681417467315,2711,2018,03
133,IH,CFFEX,2018-04,312540,2801.800048828125,2563.39990234375,2680.9583401150176,2.927276006615075,2012,2018,04
134,IH,CFFEX,2018-05,321668,2767.0,2566.0,2673.1613686301494,4.62852456617988,3379,2018,05
135,IH,CFFEX,2018-06,318353,2710.800048828125,2383.39990234375,2580.6774993896483,3.342163679645899,4306,2018,06
136,IH,CFFEX,2018-07,390823,2580.39990234375,2194.199951171875,2452.593195134943,4.150777094145124,6547,2018,07
137,IH,CFFEX,2018-08,421161,2577.60009765625,2355.800048828125,2457.2652216372285,2.139462516708637,5005,2018,08
138,IH,CFFEX,2018-09,351649,2645.60009765625,2376.0,2482.6210680509867,2.0576251202617564,2357,2018,09
139,IH,CFFEX,2018-10,461740,2589.800048828125,2351.60009765625,2462.263882107205,2.3309007174386087,3504,2018,10
140,IH,CFFEX,2018-11,468304,2560.0,2388.800048828125,2465.715909090909,2.6104953355483116,6699,2018,11
141,IH,CFFEX,2018-12,497195,2527.60009765625,2254.0,2403.307498168945,2.734022100102794,4475,2018,12
142,IH,CFFEX,2019-01,604251,2493.60009765625,2250.800048828125,2381.152266068892,2.147060645825423,9824,2019,01
143,IH,CFFEX,2019-02,554707,2844.0,2464.60009765625,2622.706677246094,3.7871316197621514,1409,2019,02
144,IH,CFFEX,2019-03,1034638,2934.60009765625,2676.0,2778.8238118489585,4.046901003543793,14064,2019,03
145,IH,CFFEX,2019-04,1081619,3068.800048828125,2854.800048828125,2954.4690551757812,4.132647573669047,13017,2019,04
146,IH,CFFEX,2019-05,1124728,2883.800048828125,2624.0,2720.4725128173827,1.014334195090743,2719,2019,05
147,IH,CFFEX,2019-06,886322,2963.0,2665.199951171875,2802.4684191252054,2.9155904973598186,10679,2019,06
148,IH,CFFEX,2019-07,866293,3000.0,2837.800048828125,2909.4587004288383,2.034967500667633,7815,2019,07
149,IH,CFFEX,2019-08,819030,2912.0,2715.0,2816.2181701660156,3.9766878915530084,11541,2019,08
150,IH,CFFEX,2019-09,701308,3010.0,2841.0,2939.667501831055,2.641461131131478,3349,2019,09
151,IH,CFFEX,2019-10,628805,3044.39990234375,2886.60009765625,2963.3250189887153,0.4138631605098788,7659,2019,10
152,IH,CFFEX,2019-11,691711,3071.39990234375,2875.800048828125,2969.0214233398438,2.923644970919388,13141,2019,11
153,IH,CFFEX,2019-12,675584,3087.60009765625,2866.0,2982.4545454545455,4.19203840690025,8173,2019,12
154,IH,CFFEX,2020-01,539608,3127.800048828125,2888.0,3058.287498474121,2.095910481009371,7531,2020,01
155,IH,CFFEX,2020-02,863848,2994.39990234375,2619.0,2862.442514038086,3.4849719976596845,5439,2020,02
156,IH,CFFEX,2020-03,1262037,3027.60009765625,2385.199951171875,2734.545446222479,3.541133250013402,17264,2020,03
157,IH,CFFEX,2020-04,831726,2955.199951171875,2567.800048828125,2703.450000581287,2.8193288201071174,2048,2020,04
158,IH,CFFEX,2020-05,612640,2893.0,2637.39990234375,2753.302771674262,3.623727647221232,5041,2020,05
159,IH,CFFEX,2020-06,739746,2925.0,2685.800048828125,2821.747491455078,2.044708837710732,4260,2020,06
160,IH,CFFEX,2020-07,1749305,3558.39990234375,2859.199951171875,3244.0304246985393,2.067297174353259,13944,2020,07
161,IH,CFFEX,2020-08,1228036,3417.0,3161.199951171875,3277.1404825846353,3.005160046799151,14074,2020,08
162,IH,CFFEX,2020-09,1093596,3370.800048828125,3140.0,3246.943181818182,3.5794442070541415,15825,2020,09
163,IH,CFFEX,2020-10,742175,3429.60009765625,3203.60009765625,3310.2781257629395,0.4373623462125984,8474,2020,10
164,IH,CFFEX,2020-11,986235,3584.0,3201.199951171875,3371.6976260230654,4.713813943127432,8250,2020,11
165,IH,CFFEX,2020-12,1100447,3655.0,3386.60009765625,3508.7565148395042,2.7529657282669575,16081,2020,12
166,IH,CFFEX,2021-01,1145540,3940.0,3600.0,3784.8274993896484,3.0320155973704765,17395,2021,01
167,IH,CFFEX,2021-02,799199,4126.0,3629.199951171875,3826.019991048177,1.9307485683579395,11559,2021,02
168,IH,CFFEX,2021-03,1324167,3810.800048828125,3334.199951171875,3536.5543398649797,5.252532324232494,8605,2021,03
169,IH,CFFEX,2021-04,1053880,3611.0,3276.39990234375,3442.0071382068454,2.2440421708264067,5286,2021,04
170,IH,CFFEX,2021-05,1000622,3712.39990234375,3256.0,3470.522220187717,4.003145417781925,8053,2021,05
171,IH,CFFEX,2021-06,1198642,3655.800048828125,3350.199951171875,3485.528578985305,1.179663519971294,14068,2021,06
172,IH,CFFEX,2021-07,1397047,3507.39990234375,3060.199951171875,3316.5818204012785,4.31009211440152,19665,2021,07
173,IH,CFFEX,2021-08,1453491,3291.60009765625,3006.0,3145.1159168590198,2.708782081634521,9303,2021,08
174,IH,CFFEX,2021-09,1539100,3275.39990234375,3026.0,3181.6424896240233,3.1908765733628495,9607,2021,09
175,IH,CFFEX,2021-10,989137,3345.800048828125,3191.199951171875,3267.909378051758,4.2163103152690695,12304,2021,10
176,IH,CFFEX,2021-11,228003,3278.800048828125,3160.0,3210.2749786376953,3.0890382856416014,2810,2021,11
177,T,CFFEX,2017-01,1051420,97.88999938964844,93.23999786376952,95.83342573377821,3.3021736534985813,8585,2017,01
178,T,CFFEX,2017-02,1087843,97.8000030517578,92.04499816894533,94.99583392673068,3.8572450718906284,8731,2017,02
179,T,CFFEX,2017-03,1290060,97.4800033569336,92.5500030517578,95.40717393073483,3.036942375988544,14061,2017,03
180,T,CFFEX,2017-04,977984,97.2249984741211,93.9499969482422,95.54111099243164,3.7565432165675627,6613,2017,04
181,T,CFFEX,2017-05,1346439,96.12999725341795,93.1500015258789,94.43674964904785,1.1484255197235813,8656,2017,05
182,T,CFFEX,2017-06,1108073,96.3249969482422,94.4800033569336,95.21643910263523,2.987568597734553,7967,2017,06
183,T,CFFEX,2017-07,893450,95.69499969482422,94.66000366210938,95.13007948133681,1.9677050715567963,8691,2017,07
184,T,CFFEX,2017-08,855885,95.16500091552734,94.0999984741211,94.70420262433481,3.826876904414684,8475,2017,08
185,T,CFFEX,2017-09,613086,96.2699966430664,94.3000030517578,95.096190679641,4.128810475165828,6504,2017,09
186,T,CFFEX,2017-10,696446,95.54499816894533,92.2300033569336,94.23274515189377,2.2655511166368667,31,2017,10
187,T,CFFEX,2017-11,1244654,93.33000183105467,91.71499633789062,92.63053050185695,0.3531800853931082,7308,2017,11
188,T,CFFEX,2017-12,783641,94.08000183105467,92.26499938964844,92.9845233493381,2.4670980764591035,12660,2017,12
189,T,CFFEX,2018-01,747047,93.36000061035156,91.4000015258789,92.19007515184808,4.2683246936216,8619,2018,01
190,T,CFFEX,2018-02,524892,92.87000274658205,91.6449966430664,92.1393325805664,1.137679258389387,5205,2018,02
191,T,CFFEX,2018-03,660265,94.25,92.48500061035156,93.19787851969402,0.5960370891436919,7321,2018,03
192,T,CFFEX,2018-04,714586,95.7750015258789,93.12999725341795,94.32148121021412,2.287893404966624,7678,2018,04
193,T,CFFEX,2018-05,819382,95.41000366210938,93.6999969482422,94.46666648171164,3.7549571349624453,6904,2018,05
194,T,CFFEX,2018-06,691957,96.2249984741211,94.28500366210938,95.06458333333333,5.058522903557204,6891,2018,06
195,T,CFFEX,2018-07,815690,96.83000183105467,95.21499633789062,95.78894019849372,3.732440503811761,5674,2018,07
196,T,CFFEX,2018-08,1051615,96.83999633789062,93.5199966430664,95.20231860616933,3.2498901748861684,15970,2018,08
197,T,CFFEX,2018-09,560921,95.25,93.31999969482422,94.46184191787452,3.153937036636848,3753,2018,09
198,T,CFFEX,2018-10,592086,96.3249969482422,94.29000091552734,94.96129664668331,2.309479319572053,3980,2018,10
199,T,CFFEX,2018-11,997330,97.19499969482422,95.20500183105467,96.26393948179303,2.6908590078156323,16171,2018,11
200,T,CFFEX,2018-12,812968,97.7750015258789,96.23999786376952,96.93408393859863,3.039455585194393,4588,2018,12
201,T,CFFEX,2019-01,941276,98.46499633789062,97.22000122070312,97.90151503591827,1.7045722635737315,10409,2019,01
202,T,CFFEX,2019-02,709261,98.88500213623048,96.34500122070312,97.62166697184244,3.696048569204699,5591,2019,02
203,T,CFFEX,2019-03,835796,98.79499816894533,96.3000030517578,97.48674628848121,2.3013640893669534,11947,2019,03
204,T,CFFEX,2019-04,898978,97.7300033569336,95.16999816894533,96.17166682652065,3.31880527560803,16906,2019,04
205,T,CFFEX,2019-05,785190,97.61000061035156,95.6050033569336,96.74899991353352,3.897510736820807,11281,2019,05
206,T,CFFEX,2019-06,570780,98.08999633789062,96.3949966430664,97.17780692117256,2.777257453630872,3262,2019,06
207,T,CFFEX,2019-07,816930,98.83000183105467,96.54499816894533,97.76202901204427,2.8911359336226514,3228,2019,07
208,T,CFFEX,2019-08,841598,99.9800033569336,97.31999969482422,98.7912878556685,3.402234846803522,7444,2019,08
209,T,CFFEX,2019-09,658913,99.54000091552734,97.41500091552734,98.45774993896484,3.862308779313923,5973,2019,09
210,T,CFFEX,2019-10,621413,98.59500122070312,96.29499816894533,97.56083340115018,3.2514297951028515,9405,2019,10
211,T,CFFEX,2019-11,851494,98.63999938964844,96.45999908447266,97.72833336724176,2.7131497775798166,5346,2019,11
212,T,CFFEX,2019-12,714577,98.47000122070312,96.8000030517578,97.70401509602864,3.5549310726227774,6336,2019,12
213,T,CFFEX,2020-01,672500,99.6999969482422,97.18499755859376,98.09822909037273,2.179576750705211,6523,2020,01
214,T,CFFEX,2020-02,1071531,101.50499725341795,99.26000213623048,100.34250017801921,3.404920733408338,15865,2020,02
215,T,CFFEX,2020-03,1443505,102.4250030517578,99.7699966430664,101.04212096243194,3.528758760136484,20943,2020,03
216,T,CFFEX,2020-04,1333353,103.48500061035156,100.70500183105467,101.9901589287652,2.304002759857861,9367,2020,04
217,T,CFFEX,2020-05,1583119,103.11499786376952,99.77999877929688,101.17564844202113,2.7882131300457376,8610,2020,05
218,T,CFFEX,2020-06,1391797,101.55999755859376,98.95500183105467,100.04550056457519,3.452805149019946,15994,2020,06
219,T,CFFEX,2020-07,1769977,100.4000015258789,97.4000015258789,98.80978260869566,1.3428846490287534,31435,2020,07
220,T,CFFEX,2020-08,1524759,99.6999969482422,97.15499877929688,98.40246037074498,2.4901951027314873,14607,2020,08
221,T,CFFEX,2020-09,1401065,98.78500366210938,96.83999633789062,97.7876512932055,3.5527238987202474,4068,2020,09
222,T,CFFEX,2020-10,967627,98.36499786376952,96.68000030517578,97.45229228337605,5.60974371776895,5683,2020,10
223,T,CFFEX,2020-11,1545024,98.48500061035156,96.66999816894533,97.45357162233383,4.82694892211071,9670,2020,11
224,T,CFFEX,2020-12,1208054,99.5999984741211,96.88999938964844,97.40405804177989,2.311336911297005,24062,2020,12
225,T,CFFEX,2021-01,1251736,98.55500030517578,97.13999938964844,97.81441650390624,3.4963901858170425,7745,2021,01
226,T,CFFEX,2021-02,1053928,97.91000366210938,96.23999786376952,96.91877814398872,2.9395662068316355,8804,2021,02
227,T,CFFEX,2021-03,1315781,97.61000061035156,96.18499755859376,96.9595652041228,3.8786459171825336,12061,2021,03
228,T,CFFEX,2021-04,1180301,98.01499938964844,96.58499908447266,97.29666743202814,1.1236126784501423,13317,2021,04
229,T,CFFEX,2021-05,1442309,99.05500030517578,96.9800033569336,98.06740725481951,2.415807054306198,16140,2021,05
230,T,CFFEX,2021-06,1298571,98.98500061035156,97.0199966430664,97.91222212049696,1.5461321943868065,20398,2021,06
231,T,CFFEX,2021-07,1482953,100.36499786376952,97.5999984741211,98.90394002741033,3.1109997746499385,17728,2021,07
232,T,CFFEX,2021-08,1738807,100.66999816894533,98.98999786376952,99.85227261167584,3.475251140561004,19388,2021,08
233,T,CFFEX,2021-09,1266185,100.5999984741211,98.91500091552734,99.74399998982747,4.799974598578082,17501,2021,09
234,T,CFFEX,2021-10,1043896,99.73999786376952,98.06500244140624,98.82864570617676,2.6214571309023897,13844,2021,10
235,T,CFFEX,2021-11,276926,99.83000183105467,98.7249984741211,99.38708368937175,4.067528272272366,3839,2021,11
236,TF,CFFEX,2017-01,175707,99.76499938964844,97.0999984741211,98.53037050035265,3.3739058882269344,3013,2017,01
237,TF,CFFEX,2017-02,178358,100.49500274658205,96.61000061035156,98.48722217701099,2.7801874928252546,1367,2017,02
238,TF,CFFEX,2017-03,218779,100.29499816894533,96.03500366210938,98.44311567665873,3.9254173421509977,2007,2017,03
